cap-shape,cap-surface,cap-color,spore-print-color,class
convex,fibrous,gray,brown,edible
flat,scaly,brown,brown,edible
flat,scaly,brown,brown,edible
convex,fibrous,red,black,edible
flat,fibrous,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,scaly,gray,black,edible
flat,scaly,brown,brown,edible
flat,scaly,brown,black,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,gray,black,edible
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,fibrous,gray,black,poisonous
flat,scaly,red,brown,edible
convex,smooth,white,black,poisonous
flat,scaly,brown,black,edible
convex,smooth,white,brown,poisonous
flat,scaly,red,brown,edible
flat,fibrous,gray,brown,edible
flat,fibrous,red,black,edible
flat,scaly,red,brown,edible
convex,smooth,gray,black,poisonous
flat,scaly,red,black,edible
flat,scaly,red,black,edible
convex,fibrous,pink,black,poisonous
flat,fibrous,red,black,edible
convex,smooth,pink,brown,poisonous
flat,fibrous,red,black,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,black,edible
flat,scaly,red,brown,edible
flat,scaly,brown,black,edible
convex,smooth,pink,black,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,gray,black,edible
flat,scaly,gray,black,edible
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
convex,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,scaly,brown,brown,edible
flat,scaly,red,black,edible
flat,fibrous,red,black,edible
convex,fibrous,white,black,poisonous
flat,scaly,red,black,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,smooth,white,black,poisonous
flat,fibrous,red,black,edible
convex,smooth,white,black,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,red,black,edible
convex,scaly,gray,chocolate,poisonous
flat,fibrous,red,black,edible
convex,fibrous,gray,brown,poisonous
flat,scaly,gray,black,edible
flat,scaly,red,brown,edible
flat,scaly,red,brown,edible
flat,scaly,gray,black,edible
convex,fibrous,red,brown,edible
flat,scaly,gray,black,edible
convex,smooth,pink,black,poisonous
flat,scaly,brown,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,black,edible
flat,scaly,gray,brown,edible
flat,fibrous,red,brown,edible
convex,smooth,white,brown,poisonous
convex,fibrous,white,brown,poisonous
convex,scaly,brown,brown,edible
flat,fibrous,red,black,edible
flat,scaly,red,black,edible
convex,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,white,black,poisonous
flat,scaly,brown,black,edible
flat,fibrous,red,black,edible
convex,fibrous,white,black,poisonous
convex,smooth,gray,black,poisonous
convex,scaly,red,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,smooth,gray,brown,poisonous
convex,fibrous,gray,black,edible
convex,fibrous,pink,black,poisonous
flat,fibrous,red,brown,edible
convex,smooth,pink,black,poisonous
convex,fibrous,gray,black,poisonous
flat,scaly,red,black,edible
convex,fibrous,gray,black,poisonous
convex,smooth,gray,black,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,brown,edible
convex,fibrous,gray,brown,poisonous
flat,fibrous,red,black,edible
convex,smooth,white,brown,poisonous
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,red,black,edible
flat,fibrous,gray,black,edible
convex,fibrous,white,brown,poisonous
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,white,brown,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,black,edible
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,black,edible
flat,scaly,brown,brown,edible
flat,scaly,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,red,black,edible
flat,scaly,gray,chocolate,poisonous
flat,fibrous,red,black,edible
flat,fibrous,gray,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,smooth,pink,brown,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,red,black,edible
flat,scaly,red,black,edible
convex,fibrous,pink,brown,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,black,edible
flat,fibrous,red,brown,edible
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,pink,brown,poisonous
convex,fibrous,gray,black,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,smooth,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,black,edible
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,smooth,white,black,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,black,edible
convex,fibrous,yellow,chocolate,poisonous
convex,smooth,pink,brown,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,smooth,white,black,poisonous
flat,fibrous,red,brown,edible
flat,scaly,gray,chocolate,poisonous
convex,fibrous,pink,black,poisonous
flat,smooth,white,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,buff,white,edible
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,brown,edible
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,brown,poisonous
convex,fibrous,gray,brown,poisonous
convex,scaly,gray,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,black,edible
flat,scaly,gray,chocolate,poisonous
flat,scaly,brown,black,edible
flat,fibrous,red,black,edible
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,black,edible
flat,scaly,red,black,edible
flat,scaly,red,brown,edible
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,red,black,edible
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,gray,brown,edible
convex,scaly,gray,brown,edible
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,red,white,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,smooth,gray,brown,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,smooth,white,black,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,red,black,edible
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,white,black,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,fibrous,white,black,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,pink,brown,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,red,black,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,brown,poisonous
convex,smooth,pink,black,poisonous
convex,fibrous,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,brown,brown,edible
flat,scaly,red,black,edible
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,brown,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,purple,chocolate,edible
flat,scaly,brown,brown,edible
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,brown,edible
flat,scaly,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,black,edible
flat,scaly,gray,chocolate,poisonous
convex,fibrous,red,black,edible
flat,fibrous,red,brown,edible
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,white,black,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,red,white,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,scaly,brown,white,poisonous
flat,scaly,red,brown,edible
bell,smooth,buff,green,poisonous
flat,fibrous,gray,black,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,red,black,edible
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,brown,black,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,brown,black,edible
flat,scaly,gray,chocolate,poisonous
flat,fibrous,red,black,edible
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,smooth,gray,black,poisonous
flat,fibrous,gray,black,edible
flat,scaly,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
flat,smooth,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,red,brown,edible
flat,scaly,red,brown,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,brown,edible
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,cinnamon,white,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,smooth,buff,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,red,black,edible
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,brown,edible
convex,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,scaly,brown,white,poisonous
convex,scaly,gray,brown,edible
convex,fibrous,gray,black,poisonous
convex,fibrous,pink,brown,poisonous
convex,scaly,brown,white,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,smooth,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,smooth,white,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,smooth,white,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,buff,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,pink,black,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
knobbed,scaly,brown,white,edible
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,smooth,pink,white,edible
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
knobbed,smooth,pink,white,edible
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,green,chocolate,edible
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,scaly,yellow,chocolate,poisonous
knobbed,scaly,brown,white,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,red,black,edible
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,smooth,red,white,edible
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
bell,scaly,white,white,poisonous
flat,smooth,buff,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,white,chocolate,poisonous
flat,scaly,gray,brown,edible
convex,scaly,brown,white,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,red,black,edible
convex,scaly,buff,white,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,purple,chocolate,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,smooth,buff,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,brown,black,edible
flat,scaly,yellow,chocolate,poisonous
convex,smooth,buff,white,edible
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,red,black,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,gray,black,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,smooth,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,black,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
knobbed,scaly,buff,white,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,smooth,white,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,cinnamon,white,edible
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
